error_id,error_date,customer_id,customer_segment,country,application_module,error_type,severity,app_version,device_type,operating_system,resolution_time_minutes,resolved,customer_churned_30d
ERR-00893,2024-10-09 17:40:37,CUST-0104,SMB,Hiszpania,Integracje,Błąd bazy danych,High,3.9.4,Mobile,iOS,95.0,True,False
ERR-00894,2024-04-03 11:49:08,CUST-0006,Enterprise,Francja,Raporty,Timeout,Medium,3.4.5,Desktop,Windows,26.0,True,False
ERR-00895,2024-08-09 15:32:58,CUST-0071,Mid-market,Polska,Integracje,Timeout,High,3.5.3,Desktop,Windows,77.0,True,False
ERR-00896,2024-01-29 08:53:07,CUST-0136,SMB,Wielka Brytania,Eksport danych,Błąd autoryzacji,Low,3.9.2,Mobile,Android,53.0,True,False
ERR-00897,2024-09-22 09:09:19,CUST-0056,Mid-market,Niemcy,Logowanie,Błąd autoryzacji,Critical,3.8.7,Mobile,Android,92.0,True,False
ERR-00898,2024-03-25 18:10:20,CUST-0001,Enterprise,Polska,Eksport danych,Timeout,High,3.0.0,Desktop,Windows,48.0,True,False
ERR-00899,2024-12-29 00:14:22,CUST-0024,Enterprise,Niemcy,Raporty,Błąd autoryzacji,Critical,3.4.2,Desktop,Windows,263.0,True,False
ERR-00900,2024-09-22 04:57:18,CUST-0106,SMB,Polska,Eksport danych,Błąd interfejsu,Medium,3.4.7,Mobile,iOS,24.0,True,False
ERR-00901,2024-02-10 08:16:12,CUST-0059,Mid-market,Polska,Raporty,Błąd autoryzacji,Medium,3.3.4,Desktop,Windows,153.0,True,True
ERR-00902,2024-11-21 01:35:17,CUST-0019,Enterprise,Hiszpania,Raporty,Błąd API,Medium,3.2.9,Desktop,macOS,139.0,True,False
ERR-00903,2024-03-05 08:40:19,CUST-0135,SMB,Polska,Użytkownicy,Błąd autoryzacji,Low,3.0.5,Desktop,macOS,13.0,True,False
ERR-00904,2024-11-10 13:34:05,CUST-0013,Enterprise,Niemcy,Płatności,Timeout,High,3.7.6,Mobile,iOS,43.0,True,False
ERR-00905,2024-09-14 11:41:10,CUST-0081,SMB,Niemcy,Eksport danych,Błąd interfejsu,Low,3.3.9,Desktop,Windows,,False,False
ERR-00906,2024-10-30 18:37:09,CUST-0023,Enterprise,Polska,Raporty,Błąd autoryzacji,Medium,3.0.7,Tablet,iOS,24.0,True,False
ERR-00907,2024-03-28 17:42:39,CUST-0178,Startup,Wielka Brytania,Raporty,Błąd interfejsu,Medium,3.3.4,Desktop,Windows,126.0,True,False
ERR-00908,2024-11-05 10:21:53,CUST-0007,Enterprise,Polska,Płatności,Timeout,Critical,3.8.6,Mobile,iOS,154.0,True,True
ERR-00909,2024-10-15 09:02:52,CUST-0009,Enterprise,Polska,Raporty,Błąd bazy danych,High,3.8.9,Desktop,Windows,85.0,True,False
ERR-00910,2024-01-15 11:05:02,CUST-0025,Enterprise,Polska,Płatności,Błąd API,Low,3.5.2,Desktop,Linux,26.0,True,False
ERR-00911,2024-11-24 13:49:36,CUST-0023,Enterprise,Polska,Logowanie,Nieprawidłowe dane,Medium,3.4.7,Mobile,iOS,14.0,True,False
ERR-00912,2024-05-15 09:41:13,CUST-0159,Startup,Polska,Płatności,Błąd API,Critical,3.9.8,Desktop,macOS,,False,True
ERR-00913,2024-10-19 14:26:39,CUST-0224,Startup,Francja,Logowanie,Błąd API,High,3.3.0,Desktop,macOS,299.0,True,False
ERR-00914,2024-11-23 11:01:31,CUST-0004,Enterprise,Wielka Brytania,Użytkownicy,Timeout,High,3.3.2,Desktop,Windows,96.0,True,False
ERR-00915,2024-11-17 13:34:18,CUST-0065,Mid-market,Polska,Użytkownicy,Błąd autoryzacji,Medium,3.4.1,Desktop,Windows,57.0,True,False
ERR-00916,2024-11-24 11:19:30,CUST-0104,SMB,Francja,Raporty,Błąd interfejsu,Low,3.2.5,Desktop,Windows,,False,False
ERR-00917,2024-05-05 09:51:51,CUST-0197,Startup,Francja,Integracje,Timeout,Critical,3.4.5,Mobile,Android,712.0,True,True
ERR-00918,2024-12-16 21:25:19,CUST-0051,Mid-market,Hiszpania,Płatności,Timeout,Critical,3.9.3,Desktop,macOS,303.0,True,True
ERR-00919,2024-08-20 16:04:44,CUST-0007,Enterprise,Niemcy,Integracje,Błąd bazy danych,High,3.7.2,Desktop,Windows,36.0,True,False
ERR-00920,2024-01-31 07:10:28,CUST-0060,Mid-market,Polska,Eksport danych,Timeout,High,3.4.7,Desktop,Windows,90.0,True,False
ERR-00921,2024-07-31 17:30:29,CUST-0095,SMB,Polska,Użytkownicy,Błąd interfejsu,Low,3.9.5,Desktop,Windows,30.0,True,False
ERR-00922,2024-04-14 12:21:38,CUST-0009,Enterprise,Francja,Raporty,Błąd bazy danych,Critical,3.0.7,Mobile,Android,52.0,True,False
ERR-00923,2024-03-14 18:20:55,CUST-0073,Mid-market,Hiszpania,Eksport danych,Błąd API,Low,3.3.1,Desktop,Windows,82.0,True,False
ERR-00924,2024-06-12 16:46:55,CUST-0028,Enterprise,Polska,Płatności,Nieprawidłowe dane,Medium,3.6.4,Desktop,macOS,14.0,True,False
ERR-00925,2024-06-25 11:25:08,CUST-0143,SMB,Niemcy,Użytkownicy,Błąd autoryzacji,Low,3.7.2,Tablet,Android,46.0,True,False
ERR-00926,2024-07-08 01:32:35,CUST-0017,Enterprise,Wielka Brytania,Logowanie,Timeout,Critical,3.0.5,Desktop,Windows,130.0,True,False
ERR-00927,2024-02-24 09:20:15,CUST-0071,Mid-market,Hiszpania,Integracje,Błąd API,High,3.4.6,Mobile,iOS,38.0,True,False
ERR-00928,2024-08-26 13:07:17,CUST-0051,Mid-market,Wielka Brytania,Integracje,Timeout,Critical,3.7.7,Mobile,Android,,False,False
ERR-00929,2024-08-18 14:15:09,CUST-0069,Mid-market,Hiszpania,Integracje,Błąd bazy danych,High,3.8.1,Mobile,Android,284.0,True,False
ERR-00930,2024-02-19 09:03:18,CUST-0013,Enterprise,Niemcy,Logowanie,Błąd interfejsu,High,3.7.5,Desktop,Linux,,False,False
ERR-00931,2024-07-15 07:55:39,CUST-0070,Mid-market,Niemcy,Użytkownicy,Błąd API,Low,3.4.2,Mobile,Android,54.0,True,False
ERR-00932,2024-08-02 17:15:55,CUST-0056,Mid-market,Francja,Logowanie,Timeout,High,3.1.4,Mobile,Android,107.0,True,False
ERR-00933,2024-03-22 23:52:20,CUST-0068,Mid-market,Polska,Integracje,Błąd interfejsu,Low,3.4.8,Desktop,Windows,14.0,True,False
ERR-00934,2024-10-22 13:46:20,CUST-0038,Mid-market,Niemcy,Płatności,Błąd API,Critical,3.1.9,Desktop,macOS,97.0,True,False
ERR-00935,2024-04-07 08:48:10,CUST-0125,SMB,Francja,Płatności,Błąd API,Medium,3.9.6,Desktop,Windows,47.0,True,False
ERR-00936,2024-09-12 09:32:29,CUST-0126,SMB,Polska,Raporty,Timeout,Critical,3.5.1,Desktop,Windows,161.0,True,False
ERR-00937,2024-09-12 00:56:19,CUST-0028,Enterprise,Hiszpania,Raporty,Błąd interfejsu,Medium,3.4.2,Desktop,Windows,31.0,True,False
ERR-00938,2024-09-11 19:01:05,CUST-0139,SMB,Niemcy,Logowanie,Błąd API,Low,3.8.4,Desktop,macOS,112.0,True,False
ERR-00939,2024-07-20 06:32:29,CUST-0070,Mid-market,Wielka Brytania,Logowanie,Błąd bazy danych,High,3.5.4,Desktop,Windows,118.0,True,True
ERR-00940,2024-05-03 13:13:37,CUST-0006,Enterprise,Polska,Raporty,Nieprawidłowe dane,Low,3.4.2,Desktop,Windows,38.0,True,False
ERR-00941,2024-06-29 09:03:03,CUST-0027,Enterprise,Polska,Eksport danych,Timeout,High,3.8.7,Desktop,Windows,,False,False
ERR-00942,2024-05-24 13:31:38,CUST-0022,Enterprise,Francja,Eksport danych,Błąd API,Low,3.9.0,Desktop,Windows,21.0,True,False
ERR-00943,2024-11-30 14:43:30,CUST-0119,SMB,Polska,Logowanie,Nieprawidłowe dane,Low,3.8.0,Tablet,iOS,29.0,True,False
ERR-00944,2024-05-26 17:34:00,CUST-0091,SMB,Francja,Raporty,Timeout,Critical,3.0.7,Desktop,macOS,553.0,True,False
ERR-00945,2024-02-25 08:27:08,CUST-0098,SMB,Hiszpania,Logowanie,Nieprawidłowe dane,Critical,3.6.4,Desktop,Windows,243.0,True,True
ERR-00946,2024-05-15 00:46:23,CUST-0051,Mid-market,Polska,Logowanie,Błąd interfejsu,Medium,3.8.4,Desktop,macOS,113.0,True,False
ERR-00947,2024-07-25 07:23:02,CUST-0038,Mid-market,Niemcy,Integracje,Błąd bazy danych,High,3.2.0,Desktop,macOS,69.0,True,False
ERR-00948,2024-07-24 18:03:36,CUST-0008,Enterprise,Niemcy,Integracje,Błąd bazy danych,Low,3.3.4,Mobile,iOS,7.0,True,False
ERR-00949,2024-10-14 17:12:23,CUST-0010,Enterprise,Niemcy,Logowanie,Nieprawidłowe dane,Medium,3.9.1,Tablet,Android,68.0,True,False
ERR-00950,2024-10-10 14:18:04,CUST-0038,Mid-market,Wielka Brytania,Płatności,Nieprawidłowe dane,High,3.0.3,Desktop,Windows,121.0,True,True
ERR-00951,2024-07-16 14:32:28,CUST-0006,Enterprise,Hiszpania,Logowanie,Timeout,Medium,3.8.4,Tablet,Android,76.0,True,False
ERR-00952,2024-10-08 14:17:52,CUST-0012,Enterprise,Francja,Eksport danych,Błąd autoryzacji,Low,3.5.1,Desktop,macOS,47.0,True,False
ERR-00953,2024-11-15 08:43:39,CUST-0075,Mid-market,Francja,Użytkownicy,Błąd API,High,3.4.9,Desktop,Windows,41.0,True,False
ERR-00954,2024-03-01 19:08:06,CUST-0099,SMB,Niemcy,Logowanie,Błąd bazy danych,High,3.0.1,Desktop,Windows,128.0,True,False
ERR-00955,2024-07-20 11:23:50,CUST-0216,Startup,Wielka Brytania,Płatności,Błąd API,Low,3.8.7,Mobile,Android,28.0,True,True
ERR-00956,2024-06-22 11:35:23,CUST-0200,Startup,Francja,Eksport danych,Błąd bazy danych,High,3.4.4,Desktop,Windows,187.0,True,False
ERR-00957,2024-03-14 13:12:38,CUST-0057,Mid-market,Francja,Użytkownicy,Timeout,High,3.6.1,Mobile,iOS,187.0,True,False
ERR-00958,2024-09-17 02:25:32,CUST-0069,Mid-market,Wielka Brytania,Raporty,Błąd bazy danych,High,3.8.0,Mobile,iOS,68.0,True,False
ERR-00959,2024-01-21 08:02:02,CUST-0039,Mid-market,Polska,Logowanie,Timeout,Critical,3.8.1,Desktop,Windows,228.0,True,False
ERR-00960,2024-03-11 15:45:21,CUST-0130,SMB,Hiszpania,Logowanie,Błąd bazy danych,Critical,3.9.6,Desktop,macOS,386.0,True,False
ERR-00961,2024-08-30 04:33:29,CUST-0014,Enterprise,Polska,Raporty,Błąd API,Medium,3.5.9,Mobile,Android,14.0,True,False
ERR-00962,2024-03-17 14:38:57,CUST-0042,Mid-market,Polska,Raporty,Timeout,Critical,3.4.6,Desktop,Windows,395.0,True,False
ERR-00963,2024-09-20 09:08:20,CUST-0143,SMB,Polska,Logowanie,Timeout,High,3.9.6,Desktop,Windows,157.0,True,False
ERR-00964,2024-11-09 11:20:10,CUST-0021,Enterprise,Wielka Brytania,Raporty,Błąd bazy danych,Critical,3.7.6,Desktop,Windows,403.0,True,False
ERR-00965,2024-07-20 09:39:47,CUST-0065,Mid-market,Wielka Brytania,Logowanie,Błąd API,Medium,3.4.1,Desktop,Windows,36.0,True,False
ERR-00966,2024-06-02 10:37:21,CUST-0075,Mid-market,Francja,Eksport danych,Timeout,Critical,3.1.8,Desktop,macOS,94.0,True,False
ERR-00967,2024-09-16 15:53:32,CUST-0030,Enterprise,Francja,Płatności,Błąd interfejsu,Critical,3.8.8,Desktop,Windows,130.0,True,False
ERR-00968,2024-09-29 10:31:45,CUST-0021,Enterprise,Niemcy,Logowanie,Błąd bazy danych,Medium,3.4.4,Desktop,macOS,13.0,True,False
ERR-00969,2024-10-15 13:19:30,CUST-0030,Enterprise,Wielka Brytania,Raporty,Błąd interfejsu,Critical,3.7.9,Desktop,Windows,464.0,True,False
ERR-00970,2024-01-09 12:23:21,CUST-0006,Enterprise,Niemcy,Raporty,Błąd API,High,3.5.0,Mobile,Android,25.0,True,False
ERR-00971,2024-12-10 14:07:26,CUST-0018,Enterprise,Niemcy,Użytkownicy,Błąd API,High,3.2.9,Tablet,Android,107.0,True,True
ERR-00972,2024-10-25 20:19:50,CUST-0102,SMB,Polska,Raporty,Nieprawidłowe dane,Low,3.7.0,Desktop,Windows,,False,False
ERR-00973,2024-12-18 15:40:01,CUST-0016,Enterprise,Hiszpania,Płatności,Błąd API,High,3.0.9,Desktop,Windows,,False,False
ERR-00974,2024-11-01 08:30:16,CUST-0049,Mid-market,Francja,Integracje,Błąd bazy danych,Critical,3.4.7,Tablet,Android,215.0,True,False
ERR-00975,2024-12-01 01:50:49,CUST-0005,Enterprise,Niemcy,Płatności,Timeout,High,3.6.1,Desktop,Windows,50.0,True,True
ERR-00976,2024-10-23 09:36:14,CUST-0174,Startup,Polska,Użytkownicy,Błąd API,Critical,3.4.8,Desktop,Windows,122.0,True,True
ERR-00977,2024-01-27 14:37:30,CUST-0011,Enterprise,Hiszpania,Raporty,Błąd autoryzacji,Low,3.8.4,Tablet,Android,20.0,True,True
ERR-00978,2024-03-28 02:33:40,CUST-0059,Mid-market,Polska,Raporty,Timeout,Medium,3.8.8,Mobile,iOS,58.0,True,False
ERR-00979,2024-11-13 12:49:53,CUST-0230,Startup,Francja,Logowanie,Błąd autoryzacji,Medium,3.8.5,Mobile,iOS,,False,False
ERR-00980,2024-07-13 14:09:52,CUST-0087,SMB,Wielka Brytania,Raporty,Błąd autoryzacji,Medium,3.0.5,Mobile,Android,40.0,True,False
ERR-00981,2024-12-14 10:15:02,CUST-0028,Enterprise,Niemcy,Eksport danych,Błąd interfejsu,Medium,3.2.9,Desktop,macOS,82.0,True,False
ERR-00982,2024-10-20 16:44:07,CUST-0126,SMB,Polska,Eksport danych,Timeout,Low,3.6.0,Desktop,Windows,21.0,True,False
ERR-00983,2024-04-07 05:01:28,CUST-0031,Mid-market,Francja,Płatności,Błąd bazy danych,Critical,3.9.5,Mobile,iOS,187.0,True,False
ERR-00984,2024-06-09 04:26:09,CUST-0062,Mid-market,Hiszpania,Płatności,Nieprawidłowe dane,Low,3.8.8,Desktop,Windows,,False,False
ERR-00985,2024-07-30 15:44:13,CUST-0005,Enterprise,Niemcy,Eksport danych,Błąd API,Low,3.8.8,Desktop,Windows,17.0,True,False
ERR-00986,2024-07-29 12:32:49,CUST-0007,Enterprise,Wielka Brytania,Użytkownicy,Błąd autoryzacji,Low,3.4.1,Mobile,iOS,7.0,True,False
ERR-00987,2024-11-09 15:58:30,CUST-0130,SMB,Polska,Logowanie,Błąd bazy danych,High,3.4.8,Mobile,Android,368.0,True,False
ERR-00988,2024-02-01 11:45:08,CUST-0066,Mid-market,Niemcy,Raporty,Błąd bazy danych,Critical,3.5.0,Desktop,Linux,162.0,True,False
ERR-00989,2024-09-22 09:13:35,CUST-0063,Mid-market,Francja,Płatności,Błąd bazy danych,Critical,3.2.3,Mobile,iOS,88.0,True,False
ERR-00990,2024-06-15 17:42:30,CUST-0144,SMB,Wielka Brytania,Eksport danych,Błąd bazy danych,Critical,3.0.4,Mobile,iOS,208.0,True,False
ERR-00991,2024-09-26 16:24:20,CUST-0133,SMB,Polska,Logowanie,Błąd interfejsu,Low,3.9.6,Mobile,Android,38.0,True,False
ERR-00992,2024-03-29 15:29:58,CUST-0022,Enterprise,Hiszpania,Płatności,Błąd API,Medium,3.3.6,Desktop,Windows,32.0,True,False
ERR-00993,2024-09-29 09:21:34,CUST-0062,Mid-market,Niemcy,Eksport danych,Timeout,High,3.3.5,Desktop,Windows,150.0,True,True
ERR-00994,2024-06-30 13:43:49,CUST-0014,Enterprise,Niemcy,Logowanie,Błąd bazy danych,High,3.1.2,Desktop,Windows,26.0,True,False
ERR-00995,2024-12-14 10:41:51,CUST-0137,SMB,Polska,Raporty,Błąd autoryzacji,Low,3.9.4,Desktop,Windows,20.0,True,False
ERR-00996,2024-12-20 04:16:39,CUST-0143,SMB,Wielka Brytania,Raporty,Nieprawidłowe dane,Medium,3.6.6,Desktop,Windows,123.0,True,False
ERR-00997,2024-09-04 19:12:15,CUST-0172,Startup,Polska,Płatności,Błąd autoryzacji,Medium,3.8.0,Desktop,Windows,,False,False
ERR-00998,2024-05-22 07:35:19,CUST-0003,Enterprise,Polska,Raporty,Timeout,Critical,3.9.3,Desktop,Linux,,False,False
ERR-00999,2024-04-25 21:19:49,CUST-0019,Enterprise,Polska,Raporty,Nieprawidłowe dane,Medium,3.4.3,Tablet,Android,12.0,True,False
ERR-01000,2024-05-27 12:45:13,CUST-0001,Enterprise,Wielka Brytania,Logowanie,Błąd API,Low,3.7.3,Desktop,Linux,34.0,True,False
